"Megye kód";"KSH kód";Megye;Település;"Település típusa";"Állandó férfi lakosság összesen";"Állandó női lakosság összesen"
8;17507;GYO;Románd;község;160;163
8;11068;GYO;Röjtökmuzsaj;község;209;220
8;30021;GYO;Sarród;község;488;486
8;08606;GYO;Sikátor;község;152;181
8;24208;GYO;Sobor;község;143;157
8;12627;GYO;Sokorópátka;község;598;549
8;29090;GYO;Sopronhorpács;község;430;433
8;25724;GYO;Sopronkövesd;község;655;708
8;02617;GYO;Sopronnémeti;község;155;151
8;11369;GYO;Szakony;község;241;247
8;15714;GYO;Szárföld;község;530;556
8;03887;GYO;Szerecseny;község;408;423
8;19266;GYO;Szil;község;723;683
8;03364;GYO;Szilsárkány;község;387;365
8;14261;GYO;Táp;község;363;378
8;21971;GYO;Tápszentmiklós;község;484;451
8;33914;GYO;Tarjánpuszta;község;208;221
8;04172;GYO;Tárnokréti;község;99;102
8;11457;GYO;Tényő;község;905;915
8;16674;GYO;Töltéstava;község;1 328;1 272
8;19673;GYO;Újkér;község;501;516
8;31839;GYO;Újrónafő;község;467;463
8;20792;GYO;Und;község;165;179
8;06239;GYO;Vadosfa;község;43;46
8;02237;GYO;Vág;község;274;261
8;12405;GYO;Vámosszabadi;község;1 945;1 901
8;18412;GYO;Várbalog;község;229;232
8;17880;GYO;Vásárosfalu;község;88;78
8;05014;GYO;Vének;község;114;102
8;04589;GYO;Veszkény;község;476;506
8;22691;GYO;Veszprémvarsány;község;536;533
8;25797;GYO;Vitnyéd;község;707;715
8;16319;GYO;Völcsej;község;215;206
8;16869;GYO;Zsebeháza;község;68;80
8;04622;GYO;Zsira;község;439;413
9;15130;HAJ;Debrecen;megye székhely;93 435;104 204
9;02918;HAJ;Balmazújváros;város;8 593;8 965
9;12788;HAJ;Berettyóújfalu;város;7 068;7 553
9;19956;HAJ;Biharkeresztes;város;2 343;2 331
9;05573;HAJ;Derecske;város;4 249;4 402
9;03045;HAJ;Hajdúböszörmény;város;14 855;15 500
9;12803;HAJ;Hajdúdorog;város;4 385;4 480
9;10393;HAJ;Hajdúhadház;város;6 757;6 772
9;22406;HAJ;Hajdúnánás;város;8 193;8 481
9;31097;HAJ;Hajdúsámson;város;7 474;7 306
9;05175;HAJ;Hajdúszoboszló;város;11 695;12 593
9;02307;HAJ;Kaba;város;2 896;2 850
9;02167;HAJ;Komádi;város;2 665;2 724
9;05768;HAJ;Létavértes;város;3 684;3 827
9;28103;HAJ;Nádudvar;város;4 249;4 368
9;06187;HAJ;Nyíradony;város;3 853;3 907
9;23117;HAJ;Polgár;város;4 072;4 081
9;10162;HAJ;Püspökladány;város;6 832;7 241
9;23214;HAJ;Téglás;város;3 132;3 265
9;15644;HAJ;Tiszacsege;város;2 346;2 275
9;08989;HAJ;Vámospércs;város;2 762;2 753
9;20011;HAJ;Bagamér;nagyközség;1 253;1 252
9;12450;HAJ;Csökmő;nagyközség;962;911
9;15741;HAJ;Egyek;nagyközség;2 637;2 673
9;03258;HAJ;Földes;nagyközség;1 913;2 014
9;06266;HAJ;Hosszúpályi;nagyközség;2 949;2 979
9;06309;HAJ;Nagyrábé;nagyközség;1 001;1 021
9;32294;HAJ;Nyírábrány;nagyközség;1 930;1 951
9;11837;HAJ;Pocsaj;nagyközség;1 392;1 359
9;23940;HAJ;Sárrétudvari;nagyközség;1 454;1 463
9;04817;HAJ;Zsáka;nagyközség;779;799
9;27641;HAJ;Álmosd;község;879;929
9;03319;HAJ;Ártánd;község;377;312
9;15167;HAJ;Bakonszeg;község;572;614
9;26693;HAJ;Báránd;község;1 258;1 233
9;33446;HAJ;Bedő;község;203;203
9;18467;HAJ;Berekböszörmény;község;1 029;982
9;25256;HAJ;Bihardancsháza;község;93;79
9;24828;HAJ;Biharnagybajom;község;1 370;1 285
9;29887;HAJ;Bihartorda;község;477;500
9;34102;HAJ;Bocskaikert;község;1 990;2 039
9;14137;HAJ;Bojt;község;310;304
9;14678;HAJ;Darvas;község;276;248
9;14614;HAJ;Ebes;község;2 383;2 469
9;25469;HAJ;Esztár;község;686;705
9;34014;HAJ;Folyás;község;157;133
9;16993;HAJ;Furta;község;572;599
9;22150;HAJ;Fülöp;község;867;867
9;18175;HAJ;Gáborján;község;455;440
9;16568;HAJ;Görbeháza;község;1 173;1 209
9;26170;HAJ;Hajdúbagos;község;1 027;1 098
9;17473;HAJ;Hajdúszovát;község;1 546;1 558
9;29391;HAJ;Hencida;község;627;567
9;04118;HAJ;Hortobágy;község;683;697
9;15477;HAJ;Kismarja;község;629;667
9;17455;HAJ;Kokad;község;354;335
9;25964;HAJ;Konyár;község;1 125;1 079
9;31130;HAJ;Körösszakál;község;391;370
9;08943;HAJ;Körösszegapáti;község;502;533
9;03683;HAJ;Magyarhomorog;község;419;425
9;31033;HAJ;Mezőpeterd;község;352;312
9;18847;HAJ;Mezősas;község;342;336
9;24217;HAJ;Mikepércs;község;2 625;2 717
9;25894;HAJ;Monostorpályi;község;1 046;1 148
9;09478;HAJ;Nagyhegyes;község;1 438;1 494
9;08907;HAJ;Nagykereki;község;732;688
9;14003;HAJ;Nyíracsád;község;1 876;1 885
9;32382;HAJ;Nyírmártonfalva;község;993;982
9;26116;HAJ;Sáp;község;450;448
9;25007;HAJ;Sáránd;község;1 118;1 226
9;19099;HAJ;Szentpéterszeg;község;560;569
9;33437;HAJ;Szerep;község;798;778
9;31042;HAJ;Tépe;község;523;522
9;19691;HAJ;Tetétlen;község;701;648
9;30845;HAJ;Tiszagyulaháza;község;371;347
9;25876;HAJ;Told;község;208;191
9;23393;HAJ;Újiráz;község;230;274
9;20419;HAJ;Újléta;község;595;553
9;32568;HAJ;Újszentmargita;község;712;719
9;11925;HAJ;Újtikos;község;426;429
9;16762;HAJ;Váncsod;község;601;588
9;11138;HAJ;Vekerd;község;61;53
10;20491;HEV;Eger;megye székhely;23 193;27 208
10;33260;HEV;Bélapátfalva;város;1 275;1 509
10;03276;HEV;Füzesabony;város;3 671;3 827
10;05236;HEV;Gyöngyös;város;12 887;14 761
10;08323;HEV;Gyöngyöspata;város;1 209;1 286
10;22309;HEV;Hatvan;város;9 620;10 567
10;14526;HEV;Heves;város;4 890;5 326
10;18281;HEV;Kisköre;város;1 351;1 382
10;30401;HEV;Lőrinci;város;2 705;2 808
10;12070;HEV;Pétervására;város;1 075;1 102
10;24147;HEV;Verpelét;város;1 869;2 029
10;32179;HEV;Kál;nagyközség;1 738;1 831
10;07436;HEV;Parád;nagyközség;866;1 007
10;09609;HEV;Recsk;nagyközség;1 251;1 434
10;24554;HEV;Abasár;község;1 194;1 302
10;23241;HEV;Adács;község;1 317;1 342
10;06345;HEV;Aldebrő;község;344;360
10;17987;HEV;Andornaktálya;község;1 371;1 421
10;07241;HEV;Apc;község;1 223;1 273
10;06503;HEV;Átány;község;790;763
10;16090;HEV;Atkár;község;863;971
10;11527;HEV;Balaton;község;499;529
10;24022;HEV;Bátor;község;180;221
10;04400;HEV;Bekölce;község;329;337
10;27517;HEV;Besenyőtelek;község;1 303;1 337
10;22354;HEV;Boconád;község;646;648
10;14933;HEV;Bodony;község;361;375
10;03452;HEV;Boldog;község;1 451;1 531
10;02963;HEV;Bükkszék;község;333;369
10;10621;HEV;Bükkszenterzsébet;község;472;536
10;22099;HEV;Bükkszentmárton;község;157;165
10;16841;HEV;Csány;község;1 042;1 137
10;08660;HEV;Demjén;község;315;305
10;09201;HEV;Detk;község;530;595
10;07515;HEV;Domoszló;község;914;1 030
10;30261;HEV;Dormánd;község;475;507
10;17181;HEV;Ecséd;község;1 566;1 658
10;12821;HEV;Egerbakta;község;698;761
10;26019;HEV;Egerbocs;község;269;277
10;16610;HEV;Egercsehi;község;652;702
10;02981;HEV;Egerfarmos;község;333;351
10;24758;HEV;Egerszalók;község;1 033;988
10;13648;HEV;Egerszólát;község;545;555
10;28556;HEV;Erdőkövesd;község;312;343
10;24235;HEV;Erdőtelek;község;1 610;1 704
10;20118;HEV;Erk;község;453;470
10;12432;HEV;Fedémes;község;143;150
10;20747;HEV;Feldebrő;község;495;534
10;16328;HEV;Felsőtárkány;község;1 751;1 851
10;17534;HEV;Gyöngyöshalász;község;1 300;1 364
10;13338;HEV;Gyöngyösoroszi;község;740;784
10;19123;HEV;Gyöngyössolymos;község;1 441;1 508
10;28088;HEV;Gyöngyöstarján;község;1 120;1 214
10;11411;HEV;Halmajugra;község;685;700
10;20242;HEV;Heréd;község;937;954
10;10241;HEV;Hevesaranyos;község;300;307
10;04084;HEV;Hevesvezekény;község;319;348
10;04145;HEV;Hort;község;1 758;1 901
10;10074;HEV;Istenmezeje;község;641;720
10;13879;HEV;Ivád;község;182;192
10;15307;HEV;Kápolna;község;736;785
10;05935;HEV;Karácsond;község;1 415;1 531
10;28079;HEV;Kerecsend;község;1 221;1 130
10;34379;HEV;Kerekharaszt;község;486;497
10;22460;HEV;Kisfüzes;község;63;66
10;12502;HEV;Kisnána;község;471;518
10;23995;HEV;Kompolt;község;949;1 035
10;14535;HEV;Kömlő;község;1 019;1 003
10;15796;HEV;Ludas;község;370;404
10;27696;HEV;Maklár;község;1 198;1 288
10;16540;HEV;Markaz;község;834;867
10;19965;HEV;Mátraballa;község;334;390
10;14872;HEV;Mátraderecske;község;885;937
10;29045;HEV;Mátraszentimre;község;228;219
10;25089;HEV;Mezőszemere;község;562;573
10;31662;HEV;Mezőtárkány;község;804;848
10;31282;HEV;Mikófalva;község;347;368
10;31565;HEV;Mónosbél;község;205;205
10;26879;HEV;Nagyfüged;község;867;887
10;24943;HEV;Nagykökényes;község;287;291
10;31486;HEV;Nagyréde;község;1 587;1 685
10;27605;HEV;Nagytálya;község;467;462
10;10418;HEV;Nagyút;község;351;363
10;28282;HEV;Nagyvisnyó;község;463;470
10;18810;HEV;Noszvaj;község;910;1 026
10;29276;HEV;Novaj;község;662;721
10;27216;HEV;Ostoros;község;1 446;1 515
10;34324;HEV;Pálosvörösmart;község;310;338
10;20215;HEV;Parádsasvár;község;193;198
10;19567;HEV;Pély;község;715;710
10;33686;HEV;Petőfibánya;község;1 208;1 313
10;22196;HEV;Poroszló;község;1 412;1 408
10;27650;HEV;Rózsaszentmárton;község;907;1 029
10;07180;HEV;Sarud;község;580;568
10;08527;HEV;Sirok;község;833;909
10;16063;HEV;Szajla;község;290;328
10;03382;HEV;Szarvaskő;község;201;210
10;13231;HEV;Szentdomonkos;község;238;262
10;11013;HEV;Szihalom;község;996;1 057
10;05643;HEV;Szilvásvárad;község;757;775
10;13523;HEV;Szúcs;község;202;175
10;09982;HEV;Szűcsi;község;696;821
10;32966;HEV;Tarnabod;község;397;364
10;13240;HEV;Tarnalelesz;község;802;869
10;23348;HEV;Tarnaméra;község;782;815
10;14128;HEV;Tarnaörs;község;882;915
10;09052;HEV;Tarnaszentmária;község;113;128
10;16160;HEV;Tarnaszentmiklós;község;425;400
10;17163;HEV;Tarnazsadány;község;655;636
10;14076;HEV;Tenk;község;592;600
10;12229;HEV;Terpes;község;113;108
10;07083;HEV;Tiszanána;község;1 240;1 215
10;09964;HEV;Tófalu;község;290;293
10;27623;HEV;Újlőrincfalva;község;112;102
10;14580;HEV;Vámosgyörk;község;939;1 049
10;27012;HEV;Váraszó;község;222;267
10;05759;HEV;Vécs;község;327;336
10;31246;HEV;Visonta;község;606;656
10;03513;HEV;Visznek;község;572;552
10;21722;HEV;Zagyvaszántó;község;929;964
10;23445;HEV;Zaránk;község;203;249
11;18157;KOM;Tatabánya;megye székhely;31 523;34 826
11;04428;KOM;Ács;város;3 523;3 603
11;19363;KOM;Bábolna;város;1 679;1 751
11;10490;KOM;Dorog;város;5 454;5 999
11;25131;KOM;Esztergom;város;14 056;14 987
11;17330;KOM;Kisbér;város;2 652;2 865
11;05449;KOM;Komárom;város;9 105;9 979
11;15255;KOM;Lábatlan;város;2 486;2 605
11;15352;KOM;Nyergesújfalu;város;3 607;3 825
11;30766;KOM;Oroszlány;város;8 834;9 336
11;08758;KOM;Tát;város;2 653;2 838
11;20127;KOM;Tata;város;10 943;12 078
11;22372;KOM;Nagyigmánd;nagyközség;1 464;1 443
11;14155;KOM;Tokod;nagyközség;2 144;2 158
11;18139;KOM;Ácsteszér;község;349;341
11;06682;KOM;Aka;község;132;117
11;32346;KOM;Almásfüzitő;község;1 003;1 074
11;34227;KOM;Annavölgy;község;453;486
11;23852;KOM;Ászár;község;863;856
11;29212;KOM;Baj;község;1 453;1 466
11;16744;KOM;Bajna;község;951;975
11;29355;KOM;Bajót;község;810;859
11;24244;KOM;Bakonybánk;község;211;217
11;25229;KOM;Bakonysárkány;község;468;497
11;22381;KOM;Bakonyszombathely;község;713;734
11;31422;KOM;Bana;község;760;812
11;08624;KOM;Bársonyos;község;352;424
11;07311;KOM;Bokod;község;1 100;1 142
11;16416;KOM;Császár;község;948;966
11;33109;KOM;Csatka;község;120;112
11;33640;KOM;Csém;község;195;226
11;18272;KOM;Csép;község;171;182
11;18926;KOM;Csolnok;község;1 631;1 674
11;33163;KOM;Dad;község;518;521
11;22910;KOM;Dág;község;469;493
11;06594;KOM;Dömös;község;627;594
11;33835;KOM;Dunaalmás;község;905;872
11;24101;KOM;Dunaszentmiklós;község;264;281
11;29638;KOM;Epöl;község;340;318
11;06664;KOM;Ete;község;311;290
11;06521;KOM;Gyermely;község;806;784
11;11891;KOM;Héreg;község;561;532
11;04525;KOM;Kecskéd;község;1 050;1 084
11;10995;KOM;Kerékteleki;község;349;320
11;29577;KOM;Kesztölc;község;1 393;1 405
11;20923;KOM;Kisigmánd;község;274;247
11;02510;KOM;Kocs;község;1 309;1 340
11;07630;KOM;Kömlőd;község;529;564
11;30553;KOM;Környe;község;2 398;2 420
11;25487;KOM;Leányvár;község;930;960
11;22637;KOM;Máriahalom;község;348;330
11;26930;KOM;Mocsa;község;1 068;1 096
11;28255;KOM;Mogyorósbánya;község;425;489
11;27076;KOM;Nagysáp;község;733;729
11;20163;KOM;Naszály;község;1 197;1 283
11;33826;KOM;Neszmély;község;678;704
11;21874;KOM;Piliscsév;község;1 282;1 339
11;14669;KOM;Pilismarót;község;1 076;1 089
11;30012;KOM;Réde;község;641;655
11;26903;KOM;Sárisáp;község;1 384;1 438
11;31990;KOM;Súr;község;642;655
11;08688;KOM;Süttő;község;981;1 028
11;33516;KOM;Szákszend;község;763;727
11;33491;KOM;Szárliget;község;1 294;1 241
11;22619;KOM;Szomód;község;1 200;1 188
11;21421;KOM;Szomor;község;559;584
11;30225;KOM;Tardos;község;847;907
11;18935;KOM;Tarján;község;1 322;1 384
11;20987;KOM;Tárkány;község;723;797
11;34023;KOM;Tokodaltáró;község;1 543;1 522
11;27632;KOM;Úny;község;374;390
11;17251;KOM;Várgesztes;község;328;335
11;32586;KOM;Vérteskethely;község;293;289
11;15282;KOM;Vértessomló;község;735;694
11;31264;KOM;Vértesszőlős;község;1 775;1 812
11;29629;KOM;Vértestolna;község;295;299
12;25788;NOG;Salgótarján;megye székhely;15 647;17 646
12;13657;NOG;Balassagyarmat;város;6 777;7 609
12;33534;NOG;Bátonyterenye;város;5 754;5 982
12;07409;NOG;Pásztó;város;4 243;4 639
12;23825;NOG;Rétság;város;1 308;1 386
12;06628;NOG;Szécsény;város;2 607;2 895
12;16425;NOG;Alsópetény;község;283;306
12;07621;NOG;Alsótold;község;119;117
12;24341;NOG;Bánk;község;358;364
12;20048;NOG;Bárna;község;486;492
12;12016;NOG;Becske;község;278;285
12;32911;NOG;Bér;község;189;195
12;02389;NOG;Bercel;község;839;858
12;09034;NOG;Berkenye;község;352;375
12;03841;NOG;Bokor;község;48;58
12;09894;NOG;Borsosberény;község;468;461
12;14234;NOG;Buják;község;1 007;1 058
12;03665;NOG;Cered;község;499;563
12;30270;NOG;Csécse;község;420;463
12;21935;NOG;Cserháthaláp;község;192;181
12;22594;NOG;Cserhátsurány;község;359;393
12;32319;NOG;Cserhátszentiván;község;60;60
12;20145;NOG;Csesztve;község;179;166
12;05050;NOG;Csitár;község;208;183
12;07320;NOG;Debercsény;község;37;44
12;12511;NOG;Dejtár;község;709;677
12;06743;NOG;Diósjenő;község;1 530;1 453
12;24439;NOG;Dorogháza;község;475;525
12;08156;NOG;Drégelypalánk;község;717;760
12;04251;NOG;Ecseg;község;582;584
12;17659;NOG;Egyházasdengeleg;község;211;220
12;05980;NOG;Egyházasgerge;község;340;365
12;25496;NOG;Endrefalva;község;591;617
12;22655;NOG;Erdőkürt;község;278;274
12;21795;NOG;Erdőtarcsa;község;254;280
12;21582;NOG;Érsekvadkert;község;1 809;1 831
12;15370;NOG;Etes;község;652;660
12;24323;NOG;Felsőpetény;község;273;314
12;33312;NOG;Felsőtold;község;60;75
12;25663;NOG;Galgaguta;község;303;312
12;18494;NOG;Garáb;község;19;19
12;03993;NOG;Héhalom;község;517;541
12;05324;NOG;Herencsény;község;275;273
12;33242;NOG;Hollókő;község;155;184
12;13204;NOG;Hont;község;249;278
12;13718;NOG;Horpács;község;80;90
12;16878;NOG;Hugyag;község;429;452
12;26833;NOG;Iliny;község;77;87
12;01508;NOG;Ipolyszög;község;304;308
12;03328;NOG;Ipolytarnóc;község;227;199
12;29319;NOG;Ipolyvece;község;409;414
12;08712;NOG;Jobbágyi;község;968;1 001
12;08642;NOG;Kálló;község;855;786
12;18625;NOG;Karancsalja;község;747;781
12;25548;NOG;Karancsberény;község;382;399
12;08855;NOG;Karancskeszi;község;842;903
12;21041;NOG;Karancslapujtő;község;1 246;1 297
12;26897;NOG;Karancsság;község;644;655
12;28389;NOG;Kazár;község;865;874
12;31413;NOG;Keszeg;község;382;362
12;11846;NOG;Kétbodony;község;229;237
12;27243;NOG;Kisbágyon;község;202;231
12;26295;NOG;Kisbárkány;község;73;79
12;33206;NOG;Kisecset;község;104;92
12;33400;NOG;Kishartyán;község;265;285
12;13842;NOG;Kozárd;község;89;83
12;19451;NOG;Kutasó;község;45;59
12;30395;NOG;Legénd;község;258;248
12;04871;NOG;Litke;község;424;387
12;20190;NOG;Lucfalva;község;312;327
12;02778;NOG;Ludányhalászi;község;761;704
12;26967;NOG;Magyargéc;község;403;423
12;32407;NOG;Magyarnándor;község;520;579
12;14641;NOG;Márkháza;község;111;133
12;20075;NOG;Mátramindszent;község;375;396
12;19372;NOG;Mátranovák;község;757;875
12;24332;NOG;Mátraszele;község;444;489
12;04330;NOG;Mátraszőlős;község;700;790
12;33525;NOG;Mátraterenye;község;863;887
12;30100;NOG;Mátraverebély;község;919;925
12;13222;NOG;Mihálygerge;község;264;282
12;27915;NOG;Mohora;község;471;496
12;16391;NOG;Nagybárkány;község;320;323
12;34281;NOG;Nagykeresztúr;község;122;130
12;21102;NOG;Nagylóc;község;701;760
12;23986;NOG;Nagyoroszi;község;983;983
12;27580;NOG;Nemti;község;355;371
12;09797;NOG;Nézsa;község;601;622
12;04358;NOG;Nógrád;község;878;835
12;32300;NOG;Nógrádkövesd;község;300;282
12;29832;NOG;Nógrádmarcal;község;239;222
12;12131;NOG;Nógrádmegyer;község;810;834
12;08387;NOG;Nógrádsáp;község;476;463
12;19497;NOG;Nógrádsipek;község;339;346
12;27340;NOG;Nógrádszakál;község;329;332
12;29425;NOG;Nőtincs;község;575;627
12;03249;NOG;Őrhalom;község;559;526
12;19318;NOG;Ősagárd;község;145;183
12;05883;NOG;Palotás;község;776;850
12;07199;NOG;Patak;község;445;490
12;33880;NOG;Patvarc;község;373;392
12;11590;NOG;Piliny;község;306;279
12;17862;NOG;Pusztaberki;község;94;86
12;34360;NOG;Rákóczibánya;község;307;329
12;28884;NOG;Rimóc;község;788;851
12;12195;NOG;Romhány;község;1 073;1 140
12;12520;NOG;Ságújfalu;község;495;502
12;24572;NOG;Sámsonháza;község;133;139
12;01526;NOG;Somoskőújfalu;község;1 089;1 114
12;14881;NOG;Sóshartyán;község;444;452
12;19798;NOG;Szalmatercs;község;246;227
12;13754;NOG;Szanda;község;296;281
12;10199;NOG;Szarvasgede;község;209;203
12;15325;NOG;Szátok;község;285;271
12;23047;NOG;Szécsénke;község;104;109
12;33011;NOG;Szécsényfelfalu;község;200;202
12;04507;NOG;Szendehely;község;797;841
12;09043;NOG;Szente;község;152;172
12;07959;NOG;Szilaspogony;község;149;173
12;21634;NOG;Szirák;község;532;528
12;28194;NOG;Szuha;község;253;289
12;19044;NOG;Szurdokpüspöki;község;893;950
12;18786;NOG;Szügy;község;728;745
12;32896;NOG;Tar;község;901;999
12;04844;NOG;Terény;község;163;206
12;24174;NOG;Tereske;község;343;353
12;06381;NOG;Tolmács;község;362;398
12;30915;NOG;Vanyarc;község;585;615
12;29498;NOG;Varsány;község;779;805
12;10320;NOG;Vizslás;község;632;653
12;21661;NOG;Zabar;község;231;247
13;30988;PES;Érd;megyei jogú város;35 101;36 765
13;27872;PES;Abony;város;7 263;7 707
13;31653;PES;Albertirsa;város;6 561;7 124
13;16188;PES;Aszód;város;2 966;3 235
13;08891;PES;Biatorbágy;város;7 328;7 417
13;23463;PES;Budakalász;város;5 921;6 246
13;12052;PES;Budakeszi;város;7 543;8 147
13;23278;PES;Budaörs;város;14 311;15 394
13;11341;PES;Cegléd;város;17 490;18 995
13;09247;PES;Dabas;város;8 392;9 022
13;24013;PES;Diósd;város;5 551;5 873
13;09584;PES;Dunaharaszti;város;11 680;12 288
13;18616;PES;Dunakeszi;város;20 947;22 716
13;20534;PES;Dunavarsány;város;4 326;4 522
13;32610;PES;Fót;város;10 567;10 805
13;23649;PES;Göd;város;10 743;11 255
13;32559;PES;Gödöllő;város;15 018;16 622
13;25627;PES;Gyál;város;12 310;12 656
13;29735;PES;Gyömrő;város;9 606;10 463
13;09690;PES;Halásztelek;város;5 879;6 137
13;07807;PES;Isaszeg;város;5 811;5 968
13;34166;PES;Kerepes;város;5 487;5 536
13;10816;PES;Kiskunlacháza;város;4 532;4 755
13;34157;PES;Kistarcsa;város;6 569;7 091
13;10922;PES;Maglód;város;6 316;6 460
13;10551;PES;Monor;város;9 255;9 716
13;13435;PES;Nagykáta;város;6 030;6 409
13;19716;PES;Nagykőrös;város;11 347;12 291
13;31732;PES;Nagymaros;város;2 568;2 624
13;04075;PES;Ócsa;város;4 971;5 038
13;08545;PES;Őrbottyán;város;3 912;4 137
13;05281;PES;Örkény;város;2 589;2 571
13;04057;PES;Pécel;város;8 405;8 817
13;09821;PES;Pilis;város;6 170;6 202
13;07144;PES;Piliscsaba;város;4 272;4 432
13;14340;PES;Pilisvörösvár;város;6 960;7 739
13;06372;PES;Pomáz;város;9 065;9 519
13;17260;PES;Ráckeve;város;5 272;5 631
13;21713;PES;Sülysáp;város;4 249;4 281
13;17312;PES;Százhalombatta;város;8 766;9 623
13;15440;PES;Szentendre;város;13 720;14 940
13;13277;PES;Szigethalom;város;9 325;9 588
13;28954;PES;Szigetszentmiklós;város;19 758;20 802
13;24916;PES;Szob;város;1 258;1 398
13;14146;PES;Tápiószele;város;3 096;3 146
13;29823;PES;Tököl;város;5 205;5 557
13;06859;PES;Törökbálint;város;7 121;7 500
13;09593;PES;Tura;város;3 752;4 073
13;06293;PES;Újhartyán;város;1 371;1 509
13;12894;PES;Üllő;város;6 234;6 596
13;24934;PES;Vác;város;16 070;17 873
13;26815;PES;Vecsés;város;10 500;11 115
13;18342;PES;Veresegyház;város;10 055;10 521
13;28413;PES;Visegrád;város;863;915
13;25034;PES;Zsámbék;város;2 903;2 995
13;23199;PES;Alsónémedi;nagyközség;2 757;2 868
13;09131;PES;Bag;nagyközség;1 994;1 976
13;32027;PES;Bugyi;nagyközség;2 691;2 742
13;22804;PES;Csömör;nagyközség;5 043;5 217
13;29647;PES;Dömsöd;nagyközség;3 059;3 093
13;30696;PES;Kartal;nagyközség;3 012;3 096
13;30809;PES;Leányfalu;nagyközség;1 964;2 148
13;17783;PES;Mogyoród;nagyközség;3 878;3 843
13;09991;PES;Nagykovácsi;nagyközség;4 366;4 615
13;07384;PES;Solymár;nagyközség;5 553;5 958
13;30720;PES;Taksony;nagyközség;3 342;3 472
13;31796;PES;Tápiószecső;nagyközség;3 074;3 253
13;14571;PES;Tápiószentmárton;nagyközség;2 792;2 904
13;04154;PES;Tárnok;nagyközség;5 249;5 404
13;17598;PES;Valkó;nagyközség;1 285;1 270
13;18573;PES;Acsa;község;688;663
13;33561;PES;Apaj;község;595;585
13;10108;PES;Áporka;község;658;617
13;25098;PES;Bénye;község;614;665
13;18777;PES;Bernecebaráti;község;392;423
13;03407;PES;Budajenő;község;1 145;1 165
13;20640;PES;Ceglédbercel;község;2 069;2 313
13;05184;PES;Csemő;község;2 381;2 311
13;18476;PES;Csévharaszt;község;1 026;1 036
13;06822;PES;Csobánka;község;1 830;1 823
13;33118;PES;Csomád;község;911;870
13;34333;PES;Csörög;község;1 131;1 099
13;26985;PES;Csővár;község;308;333
13;31811;PES;Dánszentmiklós;község;1 440;1 416
13;18397;PES;Dány;község;2 255;2 325
13;09973;PES;Délegyháza;község;2 972;2 962
13;04808;PES;Domony;község;1 134;1 155
13;25362;PES;Dunabogdány;község;1 625;1 729
13;24518;PES;Ecser;község;2 074;2 160
13;13480;PES;Erdőkertes;község;4 695;4 808
13;09122;PES;Farmos;község;1 806;1 799
13;06035;PES;Felsőpakony;község;1 969;1 962
13;13295;PES;Galgagyörk;község;462;505
13;19503;PES;Galgahévíz;község;1 303;1 356
13;27128;PES;Galgamácsa;község;951;982
13;09441;PES;Gomba;község;1 587;1 629
13;33552;PES;Herceghalom;község;1 439;1 388
13;09849;PES;Hernád;község;2 158;2 171
13;13949;PES;Hévízgyörk;község;1 599;1 744
13;03300;PES;Iklad;község;1 008;1 072
13;32106;PES;Inárcs;község;2 339;2 445
13;28097;PES;Ipolydamásd;község;231;190
13;04978;PES;Ipolytölgyes;község;150;170
13;11004;PES;Jászkarajenő;község;1 323;1 356
13;32230;PES;Kakucs;község;1 685;1 552
13;27827;PES;Káva;község;331;333
13;22345;PES;Kemence;község;448;480
13;33738;PES;Kismaros;község;1 303;1 260
13;05227;PES;Kisnémedi;község;362;373
13;29850;PES;Kisoroszi;község;497;514
13;32771;PES;Kocsér;község;896;942
13;31361;PES;Kóka;község;2 317;2 348
13;27687;PES;Kosd;község;1 237;1 284
13;24679;PES;Kóspallag;község;381;386
13;32975;PES;Kőröstetétlen;község;381;411
13;22682;PES;Letkés;község;560;594
13;09140;PES;Lórév;község;166;148
13;10755;PES;Majosháza;község;917;855
13;04394;PES;Makád;község;646;622
13;04570;PES;Márianosztra;község;378;401
13;03692;PES;Mende;község;2 051;2 116
13;24466;PES;Mikebuda;község;364;392
13;34397;PES;Monorierdő;község;2 567;2 577
13;14775;PES;Nagybörzsöny;község;327;329
13;23409;PES;Nagytarcsa;község;2 921;3 039
13;23038;PES;Nyáregyháza;község;1 972;1 966
13;20066;PES;Nyársapát;község;1 104;1 084
13;22248;PES;Pánd;község;1 023;1 013
13;15024;PES;Páty;község;4 087;4 274
13;18689;PES;Penc;község;772;787
13;28185;PES;Perbál;község;1 052;1 114
13;04181;PES;Perőcsény;község;177;170
13;21847;PES;Péteri;község;1 320;1 353
13;29601;PES;Pilisborosjenő;község;2 155;2 117
13;34148;PES;Pilisjászfalu;község;965;959
13;05290;PES;Pilisszántó;község;1 318;1 325
13;11396;PES;Pilisszentiván;község;2 145;2 317
13;18731;PES;Pilisszentkereszt;község;1 051;1 145
13;08457;PES;Pilisszentlászló;község;640;682
13;04905;PES;Pócsmegyer;község;1 429;1 383
13;23083;PES;Pusztavacs;község;652;639
13;15583;PES;Pusztazámor;község;624;625
13;21388;PES;Püspökhatvan;község;685;733
13;04303;PES;Püspökszilágy;község;374;370
13;02370;PES;Rád;község;962;989
13;34315;PES;Remeteszőlős;község;532;575
13;06840;PES;Sóskút;község;1 881;1 853
13;21458;PES;Szada;község;2 977;3 146
